date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:07:22	507478/507478	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261f78bdd-7be56%22	https://vportfolio.amcoders.com/frontend/fonts/fa-brands-400.svg	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/fonts/fa-brands-400.svg	(from https://vportfolio.amcoders.com/frontend/css/fontawesome-all.min.css)
11:07:23	31156/31156	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261f78bdd-79b4%22	https://vportfolio.amcoders.com/frontend/fonts/fa-regular-400.eot	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/fonts/fa-regular-400.eot	(from https://vportfolio.amcoders.com/frontend/css/fontawesome-all.min.css)
11:07:24	31156/31156	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261f78bdd-79b4%22	https://vportfolio.amcoders.com/frontend/fonts/fa-regular-400.eot?	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/fonts/fa-regular-400d41d.eot	(from https://vportfolio.amcoders.com/frontend/css/fontawesome-all.min.css)
11:07:24	12220/12220	---M--	200	added ('OK')	font/woff2	etag:%2261f78bdd-2fbc%22	https://vportfolio.amcoders.com/frontend/fonts/fa-regular-400.woff2	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/fonts/fa-regular-400.woff2	(from https://vportfolio.amcoders.com/frontend/css/fontawesome-all.min.css)
11:07:25	14712/14712	---M--	200	added ('OK')	font/woff	etag:%2261f78bdd-3978%22	https://vportfolio.amcoders.com/frontend/fonts/fa-regular-400.woff	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/fonts/fa-regular-400.woff	(from https://vportfolio.amcoders.com/frontend/css/fontawesome-all.min.css)
11:07:26	30928/30928	---M--	200	added ('OK')	application/octet-stream	etag:%2261f78bdd-78d0%22	https://vportfolio.amcoders.com/frontend/fonts/fa-regular-400.ttf	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/fonts/fa-regular-400.ttf	(from https://vportfolio.amcoders.com/frontend/css/fontawesome-all.min.css)
11:07:28	107199/107199	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261f78bdd-1a2bf%22	https://vportfolio.amcoders.com/frontend/fonts/fa-regular-400.svg	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/fonts/fa-regular-400.svg	(from https://vportfolio.amcoders.com/frontend/css/fontawesome-all.min.css)
11:07:29	102152/102152	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261f78bdd-18f08%22	https://vportfolio.amcoders.com/frontend/fonts/fa-solid-900.eot	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/fonts/fa-solid-900.eot	(from https://vportfolio.amcoders.com/frontend/css/fontawesome-all.min.css)
11:07:30	102152/102152	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261f78bdd-18f08%22	https://vportfolio.amcoders.com/frontend/fonts/fa-solid-900.eot?	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/fonts/fa-solid-900d41d.eot	(from https://vportfolio.amcoders.com/frontend/css/fontawesome-all.min.css)
11:07:30	38784/38784	---M--	200	added ('OK')	font/woff2	etag:%2261f78bdd-9780%22	https://vportfolio.amcoders.com/frontend/fonts/fa-solid-900.woff2	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/fonts/fa-solid-900.woff2	(from https://vportfolio.amcoders.com/frontend/css/fontawesome-all.min.css)
11:07:32	48704/48704	---M--	200	added ('OK')	font/woff	etag:%2261f78bdd-be40%22	https://vportfolio.amcoders.com/frontend/fonts/fa-solid-900.woff	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/fonts/fa-solid-900.woff	(from https://vportfolio.amcoders.com/frontend/css/fontawesome-all.min.css)
11:07:33	101932/101932	---M--	200	added ('OK')	application/octet-stream	etag:%2261f78bdd-18e2c%22	https://vportfolio.amcoders.com/frontend/fonts/fa-solid-900.ttf	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/fonts/fa-solid-900.ttf	(from https://vportfolio.amcoders.com/frontend/css/fontawesome-all.min.css)
11:07:34	378215/378215	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261f78bdd-5c567%22	https://vportfolio.amcoders.com/frontend/fonts/fa-solid-900.svg	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/fonts/fa-solid-900.svg	(from https://vportfolio.amcoders.com/frontend/css/fontawesome-all.min.css)
